Date,State,Estimated_Migrant_Workers,GSDP_per_capita_Lakhs,Avg_Wage,Unemployment_Rate_%,Corn_Yield_kg_per_ha,Rice_Yield_kg_per_ha,Wheat_Yield_kg_per_ha,T2M,RH2M,WS2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN,PS,Population
2014-02,Himachal Pradesh,41735,4.63,15795,9.52,2485.66,2709.29,2492.83,12.08,56.93,1.62,2.49,11.21,91.28,7133392
2014-03,Himachal Pradesh,44213,5.2,15689,6.69,2599.82,2466.74,2713.43,16.8,53.41,1.79,1.62,15.18,91.36,7140671
2014-04,Himachal Pradesh,19566,7.69,15175,6.79,2599.97,3519.66,3033.64,22.73,40.77,2.14,1.16,21.89,91.08,7147958
2014-05,Himachal Pradesh,19042,6.72,15248,7.41,2285.78,3471.37,2695.17,27.86,35.91,2.17,1.05,22.26,90.73,7155252
2014-06,Himachal Pradesh,30498,7.64,15255,8.36,2129.29,2931.18,3303.36,32.47,30.94,2.41,1.44,23.09,90.16,7162554
2014-07,Himachal Pradesh,16329,8.89,15181,8.01,2549.57,3005.01,3373.02,29.31,55.67,1.79,4.45,16.26,90.25,7169863
2014-08,Himachal Pradesh,36656,5.92,15143,5.78,2070.59,2485.76,2234.45,27.5,62.55,1.63,5.78,18.81,90.43,7177180
2014-09,Himachal Pradesh,7159,5.22,15222,6.91,2611.79,3066.6,3339.96,23.53,80.4,1.55,8.83,17.52,90.76,7184504
2014-10,Himachal Pradesh,42900,10.81,15210,9.09,2573.04,2838.34,2800.63,20.79,62.01,1.45,0.75,16.99,91.35,7191835
2014-11,Himachal Pradesh,24363,5.51,15188,11.75,2535.31,2331.3,3748.62,17.04,42.58,1.72,0.09,15.31,91.42,7199174
2014-12,Himachal Pradesh,48241,8.24,15700,8.07,2655.96,3084,3015.31,12.15,39.79,1.61,0.79,11.3,91.54,7206520
2015-01,Himachal Pradesh,24033,9.84,15756,8.68,2712.82,2943.78,2579.07,10.68,50.14,1.65,0.94,10.6,91.6,7213874
2015-02,Himachal Pradesh,15805,8.28,16308,7.3,2679.84,3154.28,2516.54,14.66,48.44,1.81,1.42,12.22,91.42,7221235
2015-03,Himachal Pradesh,40851,5.98,15770,6.57,2925.71,3117.34,3055.44,16.75,62.07,2,4.72,16.43,91.4,7228604
2015-04,Himachal Pradesh,31832,8.11,15833,7.49,2917.58,3008.76,2910.93,22.82,51.18,1.94,1.85,21.01,91.01,7235980
2015-05,Himachal Pradesh,18944,10.98,15838,7.14,2743.01,2710.06,2818.92,29.3,30.24,2.2,0.41,24.44,90.67,7243364
2015-06,Himachal Pradesh,24873,7.3,15786,6.89,2537.66,2617.58,3611.17,29.97,40.19,2.17,4.04,20.63,90.37,7250756
2015-07,Himachal Pradesh,45372,7.4,16242,6.1,2077.81,2480.76,3259.98,26.27,78.36,1.58,12.6,16.63,90.28,7258155
2015-08,Himachal Pradesh,28928,6.29,15795,7.75,2713.98,2589.61,3012.55,25.25,81.66,1.55,7.82,17.29,90.51,7265562
2015-09,Himachal Pradesh,20379,10.54,16180,9.77,2940.36,2987.89,3709.59,24.23,64.2,1.58,2.65,20,90.87,7272976
2015-10,Himachal Pradesh,41751,9.53,15743,11,1982.78,3277.53,3208.28,21.79,52.78,1.49,0.44,18.13,91.35,7280398
2015-11,Himachal Pradesh,39546,4.43,15546,7.4,2767.4,2918.26,2698.35,17.69,47.05,1.57,0.14,12.89,91.51,7287827
2015-12,Himachal Pradesh,29286,10.84,16291,6.88,2633.24,3326.3,3010.87,12.8,43.35,1.66,0.58,11.12,91.59,7295264
2016-01,Himachal Pradesh,10110,10.79,16645,7.76,2812.02,2592.45,2720.28,12,43.03,1.55,0.64,11.75,91.53,7302708
2016-02,Himachal Pradesh,17087,7.71,16023,7.96,2218,2845.55,3155.33,14.87,39.46,1.69,1.04,14.86,91.51,7310160
2016-03,Himachal Pradesh,28762,6.55,16086,7.49,2532.4,4042.74,2867.69,19.38,46.45,1.92,3.17,16.5,91.32,7317620
2016-04,Himachal Pradesh,22081,8.98,16850,4.87,2517.91,3042.47,2576.77,25.48,34.65,2.19,0.82,21.73,90.86,7325087
2016-05,Himachal Pradesh,39947,5.66,16116,9.92,2482.65,3451.12,2839.89,29.59,35.11,2.39,2.52,23.39,90.56,7332562
2016-06,Himachal Pradesh,14596,11.14,16610,7.6,2261.96,2629.97,2642.43,30.81,45.55,2.01,4.32,22.57,90.43,7340045
2016-07,Himachal Pradesh,43019,8.88,16691,9.29,2522.16,3477.43,2330.83,27.47,71.21,1.72,9.32,16.48,90.28,7347535
2016-08,Himachal Pradesh,47003,5.65,16787,8.6,2404.05,3057.72,2158.2,25.46,81.49,1.37,7.78,15.15,90.46,7355033
2016-09,Himachal Pradesh,23313,6.83,16660,7.67,2249.92,2728.04,2521.41,24.67,71.51,1.49,1.6,19.73,90.74,7362538
2016-10,Himachal Pradesh,6013,11.13,15973,8.58,2557.57,2935.78,2605.65,22.2,45.2,1.7,0.17,18.92,91.08,7370051
2016-11,Himachal Pradesh,28705,7.36,16236,7.35,2628.39,3689.23,3373.74,17.73,33.39,1.72,0.01,15.27,91.44,7377572
2016-12,Himachal Pradesh,6828,6.34,15969,10.58,1923.17,3230.83,2737.69,14.41,31.43,1.58,0.18,12.67,91.53,7385100
2017-01,Himachal Pradesh,12909,10.7,16497,7.52,2546.55,2840.69,2841.16,10.89,53.91,1.61,3.8,8.34,91.56,7392636
2017-02,Himachal Pradesh,43356,7.21,16624,4.39,2545.42,2768.42,2486.27,14.73,47.47,1.81,0.77,14.23,91.49,7400180
2017-03,Himachal Pradesh,18109,5.48,16587,7.78,2365.39,3093.7,3009.65,17.79,44.08,2.16,1.25,17.61,91.16,7407732
2017-04,Himachal Pradesh,7023,7.78,16797,8.06,2756,2802.32,2899.35,25.68,31.81,2.39,1.87,22.88,90.82,7415291
2017-05,Himachal Pradesh,19537,9.51,17216,8.32,2788.75,3466.24,2779.41,29.24,34.69,2.17,1.95,22.19,90.67,7422858
2017-06,Himachal Pradesh,31661,9.11,16337,7.5,2433.72,3076.45,2397.6,29.02,50.75,2.01,6.1,19.8,90.35,7430433
2017-07,Himachal Pradesh,43659,4.91,16760,8.51,2441.92,3297.83,3024.68,27.21,72.47,1.56,8.3,15.97,90.3,7438015
2017-08,Himachal Pradesh,38848,6.1,16457,6.51,2418.92,3087.09,2511.37,25.32,83.77,1.38,10.48,16.83,90.44,7445605
2017-09,Himachal Pradesh,42804,11,16347,8.17,2711.05,2968.87,2703.42,23.78,74.7,1.51,5.05,18.06,90.8,7453203
2017-10,Himachal Pradesh,20379,10.89,16368,7.92,2391.48,2974.84,2643.24,21.49,49.81,1.51,0,19.24,91.11,7460809
2017-11,Himachal Pradesh,32766,11.79,17201,7.97,2697.44,2841.89,3357.54,16.14,46.12,1.45,0.1,13.3,91.43,7468422
2017-12,Himachal Pradesh,48590,5.74,17045,6.54,2939.56,2643.38,2824.4,13.49,42.61,1.56,0.66,10.95,91.58,7476043
2018-01,Himachal Pradesh,7563,11.52,17358,4.6,2304.8,2869.34,3500.85,11.21,38.25,1.7,0.45,13.05,91.34,7483672
2018-02,Himachal Pradesh,41060,9.54,17651,7.69,2407.73,3144.09,2989.46,14.59,40.53,1.95,1.29,14.95,91.44,7491309
2018-03,Himachal Pradesh,34197,9.47,17065,8.86,2199.81,2657.96,2377.89,19.63,37.1,2.03,0.72,19.12,91.17,7498954
2018-04,Himachal Pradesh,8586,4.93,17615,7.5,2234.21,1859.99,2990.6,24.75,35.43,2.04,1.53,21.09,90.93,7506606
2018-05,Himachal Pradesh,21087,6.6,17254,9.45,3116.26,3059.13,2304.31,28.82,28.47,2.34,1.32,22.87,90.68,7514266
2018-06,Himachal Pradesh,28225,4.86,16745,6.99,2307.17,2816.45,2443.85,29.87,50.02,2.08,5.9,20.52,90.23,7521934
2018-07,Himachal Pradesh,34750,8.02,17116,6.53,2758.05,3324.1,2395.59,26.45,79.42,1.75,11.4,16.11,90.15,7529610
2018-08,Himachal Pradesh,11643,5.13,17336,5.89,2717.52,3610.73,3465.9,25.03,85.6,1.58,12.01,15.83,90.32,7537294
2018-09,Himachal Pradesh,32523,12.11,16779,6.91,3359.56,2639.2,3788.48,23,82.57,1.42,10.09,16.12,90.85,7544985
2018-10,Himachal Pradesh,41727,11.93,17425,10.96,2393.74,2763.01,2914.48,19.21,66.52,1.46,0.32,17.8,91.36,7552684
2018-11,Himachal Pradesh,16005,6.41,17081,10.83,2325.38,3159.62,2337.97,15.37,60.18,1.46,0.83,12.29,91.51,7560391
2018-12,Himachal Pradesh,48543,5.14,17238,7.75,2428.37,3514.23,2780.03,10.58,53.58,1.46,0.32,11.59,91.57,7568106
2019-01,Himachal Pradesh,5161,10.54,17160,6.82,2542.48,3190.1,3209.73,9.38,59.27,1.55,2.13,8.77,91.62,7575829
2019-02,Himachal Pradesh,21029,9.21,17131,8.9,2003.43,3233.81,2706.15,11,67.12,1.78,4.14,10.46,91.44,7583560
2019-03,Himachal Pradesh,19226,9.06,17336,9.93,2549.99,3423.98,2382.03,15.46,60.51,1.73,1.6,16.35,91.33,7591299
2019-04,Himachal Pradesh,33731,7.46,17116,8.05,2196.21,2225.83,2607.79,24.02,44.03,2.06,1.27,21.94,91.01,7599046
2019-05,Himachal Pradesh,48922,8.73,18025,8.44,2899.13,2951.77,2330.96,27.66,34.92,2.23,1.18,22.94,90.73,7606800
2019-06,Himachal Pradesh,49848,10.01,17979,6.62,2354.3,2404.86,2406.18,31.21,34.67,2.21,1.96,23.96,90.39,7614562
2019-07,Himachal Pradesh,8390,12.09,17648,8.34,2616.65,2530.45,3189.42,27.88,68.03,1.65,8.81,15.71,90.22,7622332
2019-08,Himachal Pradesh,10997,6.09,17765,7.2,2478.66,3034.24,2702.57,25.45,82.88,1.37,10.58,16.72,90.42,7630110
2019-09,Himachal Pradesh,17693,6.26,17669,6.83,2731.85,3313.26,2917.27,24.11,81.44,1.31,4.78,17.3,90.84,7637896
2019-10,Himachal Pradesh,47092,9.85,17526,6.66,2669.44,2915.16,2989.77,19.67,64.26,1.38,0.29,16.59,91.35,7645690
2019-11,Himachal Pradesh,5541,11.38,18012,6.93,2398.64,3000.89,2703.87,16.18,57.09,1.49,1.24,10.6,91.49,7653492
2019-12,Himachal Pradesh,26817,11.43,17558,8.71,2362.83,2724.36,2963.69,10.38,50.47,1.42,1.09,10.81,91.59,7661302
2020-01,Himachal Pradesh,42861,6.31,18411,8.29,2893.18,3468.44,2360.2,8.46,65.42,1.55,3.28,9.17,91.51,7669120
2020-02,Himachal Pradesh,18428,7.18,18137,10.9,2886.76,2872.74,3010.26,12.01,57.19,1.78,0.96,14.28,91.56,7676946
2020-03,Himachal Pradesh,48934,9.63,18324,6.92,2228.14,3056.79,2909.8,15.28,65.18,1.93,3.93,15.32,91.3,7684780
2020-04,Himachal Pradesh,15258,7.7,18152,7.24,2054.62,3243.31,3271.08,21.44,53.98,1.92,2.38,20.4,91.13,7692622
2020-05,Himachal Pradesh,21044,9.51,18404,8.03,2447.61,3544.07,2733.61,26.53,44.49,2.05,2.99,22.54,90.76,7700472
2020-06,Himachal Pradesh,34411,11.02,18072,11,2754.88,2112.57,3646.57,28.15,52.5,1.66,3.92,23.1,90.44,7708330
2020-07,Himachal Pradesh,10469,9.29,17677,5.79,2948.64,2886.15,2109.77,27.27,72.46,1.61,9.42,18.81,90.35,7716196
2020-08,Himachal Pradesh,33854,11.96,18022,9.21,2586.41,2422.43,2955.7,25.82,85.32,1.62,9.66,17.06,90.3,7724070
2020-09,Himachal Pradesh,11256,7.09,17883,7.4,2623.47,2623.44,3192.34,24.61,74.37,1.56,0.78,20.96,90.69,7731952
2020-10,Himachal Pradesh,15720,6.27,17993,8.32,2741.67,3390.33,2803.1,21.92,41.92,1.54,0,20.3,91.04,7739842
2020-11,Himachal Pradesh,38937,9.09,17975,9.17,2075.34,3391.15,2705.37,15.75,42.36,1.6,0.99,12.25,91.57,7747740
2020-12,Himachal Pradesh,38598,5.83,17973,8.89,2083.07,3540.82,3534.79,12.52,42.06,1.54,0.56,11.68,91.48,7755646
2021-01,Himachal Pradesh,6651,10.48,18716,9.4,2487.63,3863.65,2831.96,11.64,45.45,1.79,0.71,12.42,91.38,7763560
2021-02,Himachal Pradesh,24194,6.12,18465,5.8,2385.86,2747.82,3372.98,14.83,45.31,1.76,1.15,15.24,91.41,7771482
2021-03,Himachal Pradesh,30051,8.19,18864,8.61,2265.96,3294.11,2604.29,20.04,38,2.2,0.84,18.55,91.2,7779412
2021-04,Himachal Pradesh,32386,8.93,18115,11.93,2361.91,3412.1,2666.99,23.01,34.2,2.41,2.49,20.69,91.05,7787351
2021-05,Himachal Pradesh,14518,6.32,18556,7.79,2378.56,3453.12,3359.09,26.88,40.5,1.88,2.7,20.72,90.72,7795298
2021-06,Himachal Pradesh,21184,7.79,18156,6.73,2693.41,2738.09,2621.29,28.85,48.84,1.93,4.22,22.2,90.39,7803253
2021-07,Himachal Pradesh,38787,11.61,18432,9.19,2523.97,3128.37,2454.25,27.78,69.57,1.74,11.05,17.19,90.27,7811216
2021-08,Himachal Pradesh,26621,7.33,18524,8.61,2716.91,3034.21,2199.5,25.43,80.98,1.43,6.49,17.81,90.48,7819187
2021-09,Himachal Pradesh,15028,5.59,18677,6.48,2221.32,2798.35,2774.5,24.08,83.72,1.16,7.79,15.3,90.79,7827166
2021-10,Himachal Pradesh,17448,6.42,17927,11.14,3066.78,3095.27,2505.73,20.91,70.61,1.47,1.3,17.01,91.09,7835153
2021-11,Himachal Pradesh,39051,8.28,17950,9.95,2566.19,2859.16,2913.67,15.79,48.59,1.53,0.02,15.13,91.35,7843148
2021-12,Himachal Pradesh,35447,10.87,18485,11.9,2674.17,3483.69,2791.5,11.53,51.84,1.43,0.32,10.84,91.6,7851152
2022-01,Himachal Pradesh,23394,10.49,18483,6.54,2991.69,3363.21,2552.4,9.47,71.15,1.68,5.22,9.26,91.37,7859164
2022-02,Himachal Pradesh,39501,6.5,18485,9.05,3162.96,3130.8,2507.71,11.13,65.84,1.86,2.15,13.57,91.22,7867184
2022-03,Himachal Pradesh,35254,6.73,18791,8.11,2995.87,3831.11,2788.44,20.59,47.37,1.89,0.09,20.65,91.12,7875212
2022-04,Himachal Pradesh,23509,12.12,18900,9.83,2348.9,2931.05,3050.16,27.05,27.32,2.17,0.1,24.55,90.84,7883248
2022-05,Himachal Pradesh,19472,7.3,18488,8.16,2883.36,3228.19,2835.6,29.16,33.1,2.08,2.56,21.92,90.45,7891293
2022-06,Himachal Pradesh,8471,8.72,19030,8.24,2949.4,2874.87,3160.82,30.49,37.83,2.13,3.35,21.86,90.31,7899346
2022-07,Himachal Pradesh,46796,12.91,18475,8.73,2413.58,3172.41,2760.25,26.41,81.26,1.43,15.82,16.85,90.44,7907407
2022-08,Himachal Pradesh,35268,7.1,18576,10.65,2483.24,2849.05,3270.7,25.24,87.34,1.63,8.93,17.7,90.48,7915476
2022-09,Himachal Pradesh,13329,11.9,19034,4.39,2280.12,2703.91,3542.35,23.7,85.53,1.36,8.51,15.9,90.74,7923553
2022-10,Himachal Pradesh,39865,7.2,18899,10.09,2793.35,2045.95,2602.16,19.96,73.25,1.34,1.29,17.27,91.24,7931639
2022-11,Himachal Pradesh,33272,9.11,18840,5.91,1956.4,2619.72,1701.52,15.91,62.52,1.45,0.23,13.6,91.44,7939733
2022-12,Himachal Pradesh,47845,7.11,19244,7.28,2458.9,2543.22,2820.97,12.47,55.71,1.54,0.06,12.35,91.43,7947835
2023-01,Himachal Pradesh,11397,12.21,19580,7.66,2012.46,3033.16,2654.78,10.69,59.38,1.57,1.55,10.62,91.56,7955945
2023-02,Himachal Pradesh,37373,8.23,19032,9.07,2950.59,3564.54,3074.87,15.06,46.79,1.94,0.59,14.51,91.4,7964064
2023-03,Himachal Pradesh,40525,12.41,19095,9.79,2402.02,3794.15,2256.44,17.99,55.72,1.73,2.93,15.72,91.31,7972191
2023-04,Himachal Pradesh,29570,7.89,19496,10.36,2078.93,2966.49,3588.91,21.54,49.8,1.8,3.39,20.11,91.06,7980326
2023-05,Himachal Pradesh,23284,7.91,19370,8.06,2439.3,2926.7,2295.33,24.67,49.64,1.99,4.42,20.73,90.84,7988470
2023-06,Himachal Pradesh,23994,8.44,19416,9.64,2783.78,3381.27,3076.18,27.41,60.17,1.87,5.43,20.35,90.45,7996622
2023-07,Himachal Pradesh,28284,12.29,19171,5.02,2311.23,2717.32,2347.41,25.79,83.85,1.44,17.27,15.37,90.43,8004782
2023-08,Himachal Pradesh,22833,6.24,19111,6.99,2525.16,2567.84,2387.9,24.97,89.62,1.93,14.21,18.02,90.43,8012951
2023-09,Himachal Pradesh,30122,5.75,19320,10.51,2372.89,2804.34,2611.71,23.92,83,1.32,2.38,18.68,90.78,8021128
2023-10,Himachal Pradesh,10017,8.63,19280,6.65,2639.93,3031.62,2699.15,19.63,69.2,1.38,0.97,17.81,91.31,8029313
2023-11,Himachal Pradesh,21370,13.16,19272,7.82,2554.9,2603.39,2836.85,16.77,61.02,1.37,0.43,13.77,91.58,8037507
2023-12,Himachal Pradesh,34252,8.43,19400,8.14,2545.18,2398.78,3148.49,12.73,53.53,1.46,0.13,12.3,91.6,8045709
2024-01,Himachal Pradesh,12999,6.62,20055,8.97,2235.57,3036.12,3207.54,10.86,48.85,1.46,0.16,13.06,91.55,8053919
2024-02,Himachal Pradesh,27436,9.83,20029,6.35,2777.7,3013.73,2673.13,11.78,51.5,1.88,2.36,12.91,91.53,8062138
2024-03,Himachal Pradesh,47963,13.52,19220,8.24,2784.25,3269.88,2583.57,17.49,50.03,1.96,2.92,16.57,91.31,8070365
2024-04,Himachal Pradesh,7096,13.3,19871,6.41,2261.53,2171.06,2853.91,23.12,40.74,2.05,1.16,19.7,90.99,8078600
2024-05,Himachal Pradesh,30279,7.34,19611,9.01,2475.19,3454.48,2925.67,29.44,30.3,2.34,0.46,25.21,90.62,8086844
2024-06,Himachal Pradesh,48363,12.36,20016,8.25,2900.27,2721.05,3198.35,32.14,33.58,2.33,2.55,23.06,90.35,8095096
2024-07,Himachal Pradesh,31201,9.41,19347,8.38,2341.33,3311.04,2289.43,28.25,74.36,1.65,10.04,17.67,90.17,8103357
2024-08,Himachal Pradesh,24715,12.22,19599,6.65,2570.54,2206.12,2706.5,25.55,86.82,1.32,11.93,16.45,90.57,8111626
2024-09,Himachal Pradesh,34309,9.88,19932,8.15,2632.11,2791.61,2432.35,24.56,85.12,1.34,6.83,10.47,90.71,8119904
2024-10,Himachal Pradesh,20078,9.98,19571,4.53,2753.84,2958.61,2628.65,21.84,66.88,1.54,0.07,19.45,91.17,8128190
2024-11,Himachal Pradesh,10105,13.17,19992,10.04,2512.57,4054.67,3203.73,17.62,55.82,1.4,0,15.74,91.45,8136484
2024-12,Himachal Pradesh,34312,9.87,19752,10.69,2848.77,3174.22,2858.27,11.81,47.61,1.63,1.32,14.7,91.47,8144787
2000-01,Jharkhand,7839,5.14,10123,8,1781.18,2728.41,2631.8,15.39,45.53,1.62,0.34,15.33,94.52,26401153
2000-02,Jharkhand,8384,7.2,10011,5.68,1937.53,2537.03,2106.71,17.48,48.79,1.75,0.66,16.11,94.36,26446119
2000-03,Jharkhand,48619,3.18,9883,6.35,2488.5,3327.51,3187.37,23.48,23.97,2.15,0.1,21.66,94.11,26491162
2000-04,Jharkhand,47821,4.97,9972,5.42,2624.44,2614.64,2123.78,30.68,19.18,2.38,0.16,24.49,93.69,26536281
2000-05,Jharkhand,18493,7.37,9774,8.2,1972.94,2492.41,2488.9,31.26,46.34,2.3,2.35,21.77,93.52,26581477
2000-06,Jharkhand,22069,3.83,9825,8.04,2452.08,2594.33,2918.64,28.14,71.14,2.85,6.48,17.81,93.27,26626750
2000-07,Jharkhand,12531,5.29,9588,9.05,2430.32,3004.22,3199.09,26.22,83.22,2.3,8.58,14.92,93.18,26672100
2000-08,Jharkhand,42051,6.52,9806,7.21,2145.93,3167.48,2795.11,25.52,87.17,2.54,6.48,16.8,93.39,26717528
2000-09,Jharkhand,12736,5.86,9939,7.33,2399.95,3354.1,3107.65,24.39,88.33,2.26,9.12,14.25,93.62,26763033
2000-10,Jharkhand,12710,6.15,9992,11.08,2216.05,2927.14,2898.42,22.58,75.67,1.29,0.21,18.39,94.09,26808615
2000-11,Jharkhand,6619,6.38,9910,12.86,2418.1,3234.01,2898.42,19.4,53.45,1.2,0,16.92,94.46,26854275
2000-12,Jharkhand,18975,7.05,9971,9.34,3049.77,2387.89,2757.15,14.66,44.64,1.51,0,15.12,94.56,26900013
2001-01,Jharkhand,28252,3.24,9936,8.51,2227.45,3241.64,2233.99,14.87,36.24,1.96,0.1,14.25,94.46,26945829
2001-02,Jharkhand,20261,5.67,10167,7.11,2603.89,2747.98,2543.04,20.27,23.92,2.06,0.27,17.65,94.26,26991722
2001-03,Jharkhand,6431,4.85,10739,7.84,2066.05,2813.97,3179.58,24.45,29.75,1.78,0.88,20.22,94.2,27037693
2001-04,Jharkhand,14067,5.88,10681,7.43,2492.44,3251.07,3382.62,29.16,24.65,2.25,0.36,22.48,93.98,27083742
2001-05,Jharkhand,42481,6.73,10491,10.48,2579.13,2776.48,2963.54,32.21,41.52,2.3,1.66,21.33,93.45,27129870
2001-06,Jharkhand,32037,7.81,10335,8.93,2336.71,2798.23,2268.04,26.55,80.35,2.86,12.4,14.63,93.13,27176076
2001-07,Jharkhand,14557,6.87,10686,8.14,2777.88,2845.6,2863.73,25.45,89.73,3.11,11.61,13.5,93.15,27222361
2001-08,Jharkhand,14435,6.57,9907,6.45,2189.21,3174.38,2533.32,25.55,90.19,2.12,6.03,16.17,93.39,27268725
2001-09,Jharkhand,42766,4.23,10536,6.8,2457.49,3351.13,3076.77,24.68,87.55,1.94,2.63,16.25,93.77,27315168
2001-10,Jharkhand,5162,4.08,10850,8.06,2493.39,2292.75,3847.48,22.7,82.64,1.4,2.29,16.02,94.17,27361690
2001-11,Jharkhand,39742,3.34,10491,9.41,3023.76,3289.07,2536.38,19.17,71.74,1.15,0.03,14.4,94.58,27408291
2001-12,Jharkhand,24675,4,10784,6.17,2465.92,2782.63,3242.35,15.4,50.05,1.35,0,14.02,94.8,27454971
2002-01,Jharkhand,13461,4.84,10922,9.73,2578.75,2686.33,2635.24,16.07,52.34,1.5,0.9,13.73,94.58,27501731
2002-02,Jharkhand,22015,4.18,11147,6.17,2836.36,3640.04,3334.92,19.44,42.74,1.85,0.19,16.91,94.68,27548571
2002-03,Jharkhand,37591,7.85,10724,7,2727.11,2898.95,1665.47,24.9,29.5,1.9,0.74,20.33,94.23,27595490
2002-04,Jharkhand,33047,4.13,10644,6.46,2589.15,2999.27,2848.99,30.22,22.81,2.23,0.29,22.9,93.86,27642489
2002-05,Jharkhand,39782,7.64,10961,7.52,2516.17,2469.5,2995.09,32.33,36.29,2.47,1.16,22.03,93.44,27689568
2002-06,Jharkhand,14833,4.88,10956,5.62,2689.66,3272.94,3131.3,30.16,59.96,2.47,5.8,17.55,93.32,27736727
2002-07,Jharkhand,12896,8.09,11158,9.65,2681.22,2835.99,2775.21,26.92,79.59,2.61,8.36,15.17,93.31,27783967
2002-08,Jharkhand,37972,6.18,10468,7.72,2527.34,3043.08,3149.38,25.24,89.58,2.4,8.48,14.4,93.34,27831287
2002-09,Jharkhand,46800,7.05,10332,11.27,2693.1,3830.94,3572.26,24.09,89.05,2.03,9.39,15.3,93.81,27878688
2002-10,Jharkhand,35508,7.9,10788,8.29,2523.89,1465.34,3232.89,21.77,77.03,1.22,1.81,17.37,94.28,27926170
2002-11,Jharkhand,10347,5.33,10328,7.89,2337.89,2679.41,2660.54,18.13,65.19,1.31,0.07,15.31,94.51,27973732
2002-12,Jharkhand,35314,6.38,10525,10.49,2366.01,3244.91,2254.2,15.88,53.06,1.49,0.1,13.79,94.64,28021375
2003-01,Jharkhand,7643,8.1,10896,7.52,2176.68,3137.26,3018.03,14.25,48.12,1.66,0.1,14.5,94.75,28069100
2003-02,Jharkhand,45785,5.05,10936,8.17,2692.46,2685.19,2457.61,19.24,54.05,1.76,0.9,16.55,94.54,28116906
2003-03,Jharkhand,23681,3.97,11622,7.93,2348.01,3095.95,3319.92,23.36,37.7,1.93,1.11,19.86,94.27,28164793
2003-04,Jharkhand,43328,5.08,11309,7.38,1885.77,2911.71,2333.56,29.97,28.38,2.08,1.21,23.33,93.96,28212762
2003-05,Jharkhand,20892,5.21,10928,8.75,2004.33,3386.78,2990.62,31.67,28.79,2.38,0.63,23.29,93.61,28260813
2003-06,Jharkhand,22073,6.07,11311,6.66,2634.83,3368.41,2632.1,31.11,53.07,2.52,4.18,17.81,93.19,28308945
2003-07,Jharkhand,41768,5.91,11647,6.93,2370.21,3874.29,2713.7,26.61,82.72,2.42,11.93,16.57,93.37,28357159
2003-08,Jharkhand,35682,4.07,11041,8.23,2720.54,3002.55,2153.11,25.66,89.64,2.2,9.58,15.59,93.37,28405455
2003-09,Jharkhand,37262,6.37,11347,9.23,1886.61,2768.41,3169.64,25,90.75,2.08,7.91,14.7,93.6,28453834
2003-10,Jharkhand,36358,7.17,11672,9.23,2736.49,3365.63,2454.53,22.44,86.87,1.69,8.44,13.36,94.23,28502295
2003-11,Jharkhand,19289,7.2,10740,7.47,2984.76,2614.04,2874.49,17.36,73.55,1.14,0.17,15.82,94.6,28550839
2003-12,Jharkhand,12927,6.66,11280,8.16,2496.89,2930.45,3268.51,14.17,74.52,1.29,0.46,13.87,94.75,28599465
2004-01,Jharkhand,6171,5.03,11641,5.98,2288.47,2460.16,2807,13.84,67.59,1.42,0.42,13.94,94.62,28648174
2004-02,Jharkhand,16918,6.96,11933,6.71,2380.05,4350.95,3036.78,16.95,51.26,1.72,0.06,18.19,94.52,28696966
2004-03,Jharkhand,46903,8.04,11392,9.78,2377.2,2577.56,2141.9,24.92,34.1,2.05,0.18,21.18,94.19,28745841
2004-04,Jharkhand,44110,6.5,11721,6.96,2192.43,3045.98,3299.57,29.91,34.34,2.13,1.72,22.49,93.84,28794799
2004-05,Jharkhand,16929,8.82,11309,11.96,2836.51,3091.64,2686.89,32.42,34.91,2.22,1.01,22.94,93.51,28843841
2004-06,Jharkhand,7539,7.56,11256,8.9,2580.64,2792.54,3401.43,28.35,70.62,3.13,8.95,18.29,93.4,28892966
2004-07,Jharkhand,41727,4.99,11868,11.48,2443.24,2965.46,2024.46,25.96,84.2,2.62,6.84,16.3,93.35,28942175
2004-08,Jharkhand,27669,6.06,11960,8.91,2441.37,3334.59,2426.3,25.38,90.26,2.34,14.28,15.09,93.26,28991468
2004-09,Jharkhand,10432,6.16,11949,6.75,2274.78,3317.08,2283.17,24.67,87.13,1.88,4.46,14.95,93.85,29040845
2004-10,Jharkhand,25644,5.07,11548,9.65,2817.34,2787.14,2664,21.76,76.1,1.1,2.92,16.38,94.43,29090306
2004-11,Jharkhand,23745,6.55,11831,7.49,2162.84,3151.22,3660.96,17.69,63.59,1.2,0,15.82,94.65,29139851
2004-12,Jharkhand,33228,6.68,11242,8.8,2734.45,2654.29,3197.47,15.64,63.06,1.22,0.07,12.43,94.65,29189481
2005-01,Jharkhand,39521,4.18,12246,10.56,2405,3549.79,3082.34,15.37,57.49,1.48,0.77,11.94,94.58,29239195
2005-02,Jharkhand,36703,5.43,11583,6.84,1617.06,2598.37,3130.53,19.46,52.51,2.02,1.45,17.87,94.51,29288994
2005-03,Jharkhand,31928,7.54,12016,9.11,2545.5,2590.5,2578.24,25.22,43.56,1.75,0.5,18.89,94.27,29338878
2005-04,Jharkhand,23322,5.49,11951,9.92,1928.13,2964.65,3573.74,29.04,22.67,2.26,0.1,22.4,94.11,29388846
